PassengerId,Survived
1182,0.18549162
1183,0.752983
1184,0.20031473
1185,0.9708169
1186,0.058025092
1187,0.054245442
1188,0.9994
1189,0.5435338
1190,0.10320857
1191,0.054150462
1192,0.05397007
1193,0.10221875
1194,0.13703248
1195,0.056022108
1196,0.77307403
1197,1.0
1198,0.03354162
1199,0.17451921
1200,0.94708645
1201,0.41623592
1202,0.056022108
1203,0.2002455
1204,0.053515226
1205,0.77307403
1206,1.0
1207,0.7726574
1208,0.023798048
1209,0.039722145
1210,0.054150462
1211,0.060351193
1212,0.05397007
1213,0.20031473
1214,0.035769135
1215,0.7936021
1216,1.0
1217,0.052310646
1218,0.99983525
1219,0.06864929
1220,0.15462056
1221,0.035769135
1222,0.9978318
1223,0.10951862
1224,0.2002455
1225,0.71425056
1226,0.054245442
1227,0.8096905
1228,0.035769135
1229,0.4529967
1230,0.10032636
1231,0.20031473
1232,0.039722145
1233,0.05352518
1234,4.5231358e-10
1235,1.0
1236,0.075214624
1237,0.443299
1238,0.035769135
1239,0.9932573
1240,0.034973174
1241,0.75351036
1242,1.0
1243,0.039722145
1244,0.4193653
1245,0.052933514
1246,0.6970702
1247,0.8096905
1248,1.0
1249,0.054207563
1250,0.07859886
1251,0.43944356
1252,4.5231358e-10
1253,0.99974394
1254,0.75351036
1255,0.056022108
1256,1.0
1257,1.5746338e-07
1258,0.0112066865
1259,0.90976655
1260,1.0
1261,0.094135344
1262,0.09002113
1263,1.0
1264,0.6068478
1265,0.035769135
1266,1.0
1267,1.0
1268,0.4857345
1269,0.03869313
1270,0.065053105
1271,0.018590003
1272,0.07859886
1273,0.07936454
1274,0.49832442
1275,0.44862393
1276,0.035984933
1277,0.9997876
1278,0.05397007
1279,0.035769135
1280,0.07859886
1281,0.08527565
1282,0.012643486
1283,0.99999404
1284,0.074272156
1285,0.039722145
1286,0.07891142
1287,1.0
1288,0.07570538
1289,1.0
1290,0.05397007
1291,0.07850066
1292,1.0
1293,0.13703248
1294,1.0
1295,0.08715972
1296,0.52940613
1297,0.09416315
1298,0.08489716
1299,0.0156641
1300,0.77234286
1301,0.5089754
1302,0.77307403
1303,1.0
1304,0.44339448
1305,0.05459881
1306,1.0
1307,0.05276367
1308,0.054598838
1309,0.5403492
